name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Bishkek,2019-02-06T21:00:00,-12.7,-12.7,-14.6,85.48,0,0,,0,5.87,,3.6,226.4,1039.1,5.5,6,0,,0,,Clear,clear-night,"UCFM,36911099999,38353199999"
Bishkek,2019-02-06T22:00:00,-14,-14,-15,92.13,0,0,,0,5.87,,3.6,222.8,,0,9,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-06T23:00:00,-14,-18.8,-16,84.81,0,0,,0,5.87,,7.2,270,,0,4,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-07T00:00:00,-10.9,-10.9,-11.7,93.75,1.03,100,snow,0,5.87,,4.2,215,1038.7,1.1,4.8,0,,0,,Snow,snow,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-07T01:00:00,-13,-13,-15,84.93,0,0,,0,5.87,,3.6,213.4,,0,7,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-07T02:00:00,-14,-18.8,-16,84.81,0,0,,0,5.87,,7.2,320,,0,9,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-07T03:00:00,-10.5,-10.5,-11.5,92.29,0,0,,0,5.87,,3.6,196.7,1036.9,14.3,10,0,,0,,Clear,clear-night,"38353099999,UCFM,36911099999,38353199999"
Bishkek,2019-02-07T04:00:00,-15.9,-21,-17.9,84.57,0,0,,0,5.87,,7.2,260,,90,10,0,,0,,Partially cloudy,partly-cloudy-night,38353199999
Bishkek,2019-02-07T05:00:00,-15,-19.9,-17,84.69,0,0,,0,5.87,,7.2,250,,89,10,0,,0,,Partially cloudy,partly-cloudy-night,"UCFM,38353199999"
Bishkek,2019-02-07T06:00:00,-13.4,-13.4,-14.2,93.4,0,0,,0,5.87,,4.2,266,1038,97.6,8.5,0,,0,,Overcast,cloudy,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-07T07:00:00,-15,-19.9,-17,84.69,0,0,,0,5.87,,7.2,230,,89,10,0,,0,,Partially cloudy,partly-cloudy-night,"UCFM,38353199999"
Bishkek,2019-02-07T08:00:00,-15,-15,-17,84.69,0,0,,0,5.87,,3.6,193.6,,62.6,10,47.8,0.2,0,,Partially cloudy,partly-cloudy-night,"UCFM,38353199999"
Bishkek,2019-02-07T09:00:00,-13.8,-13.8,-16.8,78.52,0,0,,0,5.83,,3.6,191.5,1037,100,10.7,180.2,0.6,2,,Overcast,cloudy,"UCFM,36911099999,38353199999"
Bishkek,2019-02-07T10:00:00,-14,-18.8,-16,84.81,0,0,,0,5.79,,7.2,360,,57.3,10,325.3,1.2,3,,Partially cloudy,partly-cloudy-day,"UCFM,38353199999"
Bishkek,2019-02-07T11:00:00,-12,-16.4,-16,72.13,0,0,,0,5.74,,7.2,10,,0,9,467.3,1.7,5,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-07T12:00:00,-9.2,-9.2,-12,80.57,0,0,,0,5.7,,4.2,347,1036.3,90.9,10.5,512.3,1.8,5,,Overcast,cloudy,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-07T13:00:00,-11,-15.3,-15,72.34,0,0,,0,5.65,,7.2,260,,0,9,471.5,1.7,5,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-07T14:00:00,-10,-14.1,-14,72.54,0,0,,0,5.61,,7.2,300,,0,9,400.1,1.4,4,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-07T15:00:00,-6.8,-6.8,-11.2,70.72,0,0,,0,5.56,,4.3,343,1030.2,73.1,18.2,286.4,1,3,,Partially cloudy,partly-cloudy-day,"38353099999,UCFM,36911099999,38353199999"
Bishkek,2019-02-07T16:00:00,-9,-12.9,-13,72.74,0,0,,0,5.52,,7.2,330,,52.5,10,178.8,0.6,2,,Partially cloudy,partly-cloudy-day,"UCFM,38353199999"
Bishkek,2019-02-07T17:00:00,-9,-14.3,-13,72.74,0,0,,0,5.47,,10.8,330,,0,9,56.1,0.2,1,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-07T18:00:00,-8.7,-8.7,-12,76.52,0,0,,0,5.43,,3.6,317,1036,79.9,18.8,0.1,0,0,,Partially cloudy,partly-cloudy-day,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-07T19:00:00,-10,-10,-13,78.69,0,0,,0,5.38,,3.6,95.9,,0,9,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-07T20:00:00,-12,-12,-14,85.05,0,0,,0,5.34,,3.6,340,,0,9,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-07T21:00:00,-10.4,-10.4,-11.9,89.29,0,0,,0,5.3,,3.6,350,1037.3,80.4,8,0,,0,,Partially cloudy,partly-cloudy-night,"38353099999,UCFM,36911099999,38353199999"
Bishkek,2019-02-07T22:00:00,-11,-11,-13,85.17,0,0,,0,5.25,,3.6,190.8,,89,6,0,,0,,Partially cloudy,partly-cloudy-night,"UCFM,38353199999"
Bishkek,2019-02-07T23:00:00,-12,-16.4,-14,85.05,0,0,,0,5.21,,7.2,70,,0,5,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-08T00:00:00,-11.4,-11.4,-12.7,89.84,0,0,,0,5.16,,4.2,6,1036.4,71.4,3.9,0,,0,,Partially cloudy,partly-cloudy-night,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-08T01:00:00,-14,-14,-15,92.13,0,0,,0,5.12,,3.6,20,,0,3,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-08T02:00:00,-15,-21.5,-17,84.69,0,0,,0,5.07,,10.8,210,,0,2,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-08T03:00:00,-12.6,-12.6,-13.5,92.64,0,0,,0,5.03,,4.8,253,1037,90,3,0,,0,,Partially cloudy,partly-cloudy-night,"38353099999,UCFM,36911099999,38353199999"
Bishkek,2019-02-08T04:00:00,-15,-19.9,-17,84.69,0,0,,0,4.98,,7.2,200,,0,3,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-08T05:00:00,-17,-22.3,-19,84.44,0,0,,0,4.94,,7.2,180,,50,3,0,,0,,Partially cloudy,partly-cloudy-night,"UCFM,38353199999"
Bishkek,2019-02-08T06:00:00,-13.7,-13.7,-14.7,92.29,0,0,,0,4.9,,4.1,90,1036.8,73.9,2,0,,0,,Partially cloudy,partly-cloudy-night,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-08T07:00:00,-18,-18,-20,84.31,0,0,,0,4.85,,3.6,193.9,,100,0,0,,0,,Overcast,cloudy,"UCFM,38353199999"
Bishkek,2019-02-08T08:00:00,-16,-16,-18,84.56,0,0,,0,4.81,,3.6,194.4,,100,3,65.3,0.2,0,,Overcast,cloudy,"UCFM,38353199999"
Bishkek,2019-02-08T09:00:00,-11.8,-11.8,-12.8,92.66,0,0,,0,4.78,,3.6,50,1037.8,99.7,9.2,227.9,0.8,2,,Overcast,cloudy,"38353099999,UCFM,36911099999,38353199999"
Bishkek,2019-02-08T10:00:00,-14,-14,-16,84.81,0,0,,0,4.76,,0,0,,89,2,376.4,1.4,4,,Partially cloudy,partly-cloudy-day,"UCFM,38353199999"
Bishkek,2019-02-08T11:00:00,-11,-11,-13,85.17,0,0,,0,4.74,,3.6,231.7,,0,2,511.3,1.8,5,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-08T12:00:00,-7,-10.6,-9.8,80.24,0,0,,0,4.72,,7.2,349,1036.3,90.4,9.4,534.8,1.9,5,,Overcast,cloudy,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-08T13:00:00,-9,-12.9,-11,85.41,0,0,,0,4.69,,7.2,30,,0,3,528.3,1.9,5,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-08T14:00:00,-7,-10.6,-11,73.14,0,0,,0,4.67,,7.2,340,,0,3,502,1.8,5,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-08T15:00:00,-3.7,-3.7,-8.6,68.88,0,0,,0,4.65,,4.2,316,1034.2,90,9.5,407,1.5,4,,Partially cloudy,partly-cloudy-day,"38353099999,UCFM,36911099999,38353199999"
Bishkek,2019-02-08T16:00:00,-6,-9.4,-11,67.75,0,0,,0,4.63,,7.2,360,,0,5,260.1,0.9,3,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-08T17:00:00,-7,-10.6,-12,67.52,0,0,,0,4.61,,7.2,70,,0,5,84.3,0.3,1,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-08T18:00:00,-5.4,-10,-9.5,73.17,0,0,,0,4.58,,10.6,71,1035.1,26.6,10.2,0.2,0,0,,Partially cloudy,partly-cloudy-day,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-08T19:00:00,-10,-14.1,-12,85.29,0,0,,0,4.56,,7.2,80,,0,4,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-08T20:00:00,-11,-16.7,-12,92.32,0,0,,0,4.54,,10.8,90,,0,4,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-08T21:00:00,-7.3,-12.2,-10.1,80.58,0,0,,0,4.52,,10.5,116,1034.5,27,2,0,,0,,Partially cloudy,partly-cloudy-night,"38353099999,UCFM,36911099999,38353199999"
Bishkek,2019-02-08T22:00:00,-12,-16.4,-14,85.05,0,0,,0,4.49,,7.2,140,,0,3,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-08T23:00:00,-13,-17.6,-14,92.19,0,0,,0,4.47,,7.2,120,,0,2,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-09T00:00:00,-9.5,-13.8,-12,82.39,0,0,,0,4.45,,7.7,89,1033,0,1.1,0,,0,,Clear,clear-night,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-09T01:00:00,-13,-13,-15,84.93,0,0,,0,4.43,,3.6,194.8,,0,1,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-09T02:00:00,-15,-21.5,-17,84.69,0,0,,0,4.41,,10.8,70,,0,1,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-09T03:00:00,-11.5,-15.8,-13.5,85.24,0,0,,0,4.38,,7.2,153,1031.8,0,1,0,,0,,Clear,clear-night,"38353099999,UCFM,36911099999,38353199999"
Bishkek,2019-02-09T04:00:00,-17,-17,-19,84.44,0,0,,0,4.36,,3.6,195.1,,0,1,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-09T05:00:00,-15,-15,-17,84.69,0,0,,0,4.34,,3.6,193.9,,0,2,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-09T06:00:00,-11,-11,-13.1,84.32,0,0,,0,4.32,,4.6,175,1028.9,0.4,2.9,0,,0,,Clear,clear-night,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-09T07:00:00,-16,-21.1,-18,84.56,0,0,,0,4.29,,7.2,130,,0,5,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-09T08:00:00,-15,-19.9,-17,84.69,0,0,,0,4.27,,7.2,100,,0,3,36.3,0.1,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-09T09:00:00,-9.4,-13.8,-11.9,81.75,0,0,,0,4.21,,8,135,1026.5,73.2,17.6,119.5,0.4,1,,Partially cloudy,partly-cloudy-day,"38353099999,UCFM,36911099999,38353199999"
Bishkek,2019-02-09T10:00:00,-11,-11,-12,92.32,0,0,,0,4.14,,3.6,196.2,,0,2,198.2,0.7,2,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-09T11:00:00,-6,-9.4,-10,73.33,0,0,,0,4.07,,7.2,240,,0,5,276.9,1,3,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-09T12:00:00,-0.7,-0.7,-8.7,54.59,0,0,,0,4.01,,4.7,236,1022.5,73.3,18.8,341.6,1.2,3,,Partially cloudy,partly-cloudy-day,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-09T13:00:00,-1,-3.6,-10,50.49,0,0,,0,3.94,,7.2,60,,0,8,368,1.3,4,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-09T14:00:00,-1,-4.7,-9,54.61,0,0,,0,3.87,,10.8,30,,0,7,354.1,1.3,4,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-09T15:00:00,1,-0.4,-7.5,53.14,0,0,,0,3.8,46.8,4.9,264,1021.9,73.4,18.3,265.8,1,3,,Partially cloudy,partly-cloudy-day,"38353099999,UCFM,36911099999,38353199999"
Bishkek,2019-02-09T16:00:00,0,-3.5,-9,50.77,0,0,,0,3.74,,10.8,220,,0,9,136.5,0.5,1,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-09T17:00:00,0,0,-7,59.29,0,0,,0,3.67,,3.6,190.2,,0,9,43.4,0.2,0,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-09T18:00:00,0.7,0.7,-5.7,62.03,0,0,,0,3.6,,3.7,54,1022.3,91.3,18.5,0.2,0,0,,Overcast,cloudy,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-09T19:00:00,-3,-8,-7,73.9,0,0,,0,3.54,,14.4,80,,0,3,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-09T20:00:00,-2,-7.4,-7,68.63,0,0,,0,3.47,,18,120,,0,5,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-09T21:00:00,1.2,-1.6,-5,63.16,0,0,,0,3.4,,9,95,1020.8,73.1,4,0,,0,,Partially cloudy,partly-cloudy-night,"38353099999,UCFM,36911099999,38353199999"
Bishkek,2019-02-09T22:00:00,1,-3.1,-7,55.16,0,0,,0,3.34,,14.4,110,,0,5,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-09T23:00:00,2,-2.4,-7,51.35,0,0,,0,3.27,,18,120,,0,8,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-10T00:00:00,2.6,0.4,-5.8,53.79,0,0,,0,3.2,,7.8,120,1019,41.8,9.4,0,,0,,Partially cloudy,partly-cloudy-night,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-10T01:00:00,4,-1.1,-6,48.12,0,0,,0,3.14,,28.8,120,,99.4,10,0,,0,,Overcast,cloudy,"UCFM,38353199999"
Bishkek,2019-02-10T02:00:00,4,-0.8,-6,48.12,0,0,,0,3.07,,25.2,130,,96.1,10,0,,0,,Overcast,cloudy,"UCFM,38353199999"
Bishkek,2019-02-10T03:00:00,3.6,-0.7,-5.1,52.78,0,0,,0,3,,20.6,136,1017.3,80.3,10,0,,0,,Partially cloudy,partly-cloudy-night,"38353099999,UCFM,36911099999,38353199999"
Bishkek,2019-02-10T04:00:00,3,0.1,-5,55.7,0,0,,0,2.94,,10.8,40,,75.4,10,0,,0,,Partially cloudy,partly-cloudy-night,"UCFM,38353199999"
Bishkek,2019-02-10T05:00:00,2,-1.8,-5,59.81,0,0,,0,2.87,,14.4,220,,0,8,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-10T06:00:00,0.2,-1.6,-4.5,70.61,0,0,,0,2.8,,5.5,19,1020.6,91.2,3.9,0,,0,,Overcast,cloudy,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-10T07:00:00,-1,-5.5,-5,74.28,0,0,,0,2.74,,14.4,170,,0,5,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-10T08:00:00,0,-4.3,-5,69.06,0,0,,0,2.67,,14.4,170,,0,5,49.5,0.2,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-10T09:00:00,1.7,-0.7,-3.8,66.91,0,0,,0,2.58,,7.8,132,1021.7,91.1,18.3,202.6,0.7,2,,Overcast,cloudy,"38353099999,UCFM,36911099999,38353199999"
Bishkek,2019-02-10T10:00:00,3,-0.6,-5,55.7,0,0,,0,2.49,,14.4,150,,0,9,394.5,1.4,4,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-10T11:00:00,2,2,-4,64.48,0,0,,0,2.4,,3.6,265.2,,0,5,542.8,2,5,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-10T12:00:00,5.1,3.3,-4,51.96,0,0,,0,2.31,,7.8,267,1023.3,54.9,18.8,604.5,2.2,6,,Partially cloudy,partly-cloudy-day,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-10T13:00:00,4,0.1,-4,55.97,0,0,,0,2.23,,18,260,,0,9,592.5,2.1,6,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-10T14:00:00,4,0.1,-3,60.31,0,0,,0,2.14,,18,260,,11.6,10,530.5,1.9,5,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-10T15:00:00,5.4,3.4,-2.1,58.61,0,0,,0,2.05,,9,288,1023.6,9.8,18.8,421.4,1.5,4,,Clear,clear-day,"38353099999,UCFM,36911099999,38353199999"
Bishkek,2019-02-10T16:00:00,5,3.4,-2,60.56,0,0,,0,1.96,,7.2,260,,0,9,261.4,0.9,3,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-10T17:00:00,5,5,-3,56.24,0,0,,0,1.87,,3.6,350,,6.9,10,89.6,0.3,1,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-10T18:00:00,5.5,5.5,-1.7,59.86,0,0,,0,1.78,,4.2,29,1023.7,0.6,19.2,0.6,0,0,,Clear,clear-day,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-10T19:00:00,2,2,-3,69.48,0,0,,0,1.69,,3.6,217.3,,33,10,0,,0,,Partially cloudy,partly-cloudy-night,"UCFM,38353199999"
Bishkek,2019-02-10T20:00:00,0,0,-4,74.46,0,0,,0,1.6,,3.6,208.6,,0,6,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-10T21:00:00,0.5,0.5,-2.7,78.81,0,0,,0,1.51,,3.6,201.5,1025.4,0.1,8,0,,0,,Clear,clear-night,"38353099999,UCFM,36911099999,38353199999"
Bishkek,2019-02-10T22:00:00,-2,-4.8,-5,79.93,0,0,,0,1.42,,7.2,70,,0,5,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-10T23:00:00,-2,-5.9,-4,86.18,0,0,,0,1.34,,10.8,80,,0,5,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-11T00:00:00,-1.3,-5.1,-3.9,82.51,0,0,,0,1.25,,10.8,89,1023.5,0.5,4.8,0,,0,,Clear,clear-night,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-11T01:00:00,-3,-6,-5,86.08,0,0,,0,1.16,,7.2,70,,0,5,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-11T02:00:00,-4,-4,-6,85.97,0,0,,0,1.07,,3.6,192.8,,0,5,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-11T03:00:00,-2.2,-5.1,-4.2,86.38,0,0,,0,0.98,,7.2,201,1022.2,0,3,0,,0,,Clear,clear-night,"38353099999,UCFM,36911099999,38353199999"
Bishkek,2019-02-11T04:00:00,-4,-7.1,-5,92.75,0,0,,0,0.89,,7.2,210,,0,2,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-11T05:00:00,-3,-6,-5,86.08,0,0,,0,0.8,,7.2,240,,0,1,0,,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-11T06:00:00,-1.2,-1.2,-3.5,84.36,0,0,,0,0.71,,3.7,217,1021.8,36.6,1.1,0,,0,,Partially cloudy,partly-cloudy-night,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-11T07:00:00,-3,-6,-5,86.08,0,0,,0,0.62,,7.2,180,,0,2,0.1,0,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-11T08:00:00,-3,-6,-4,92.81,0,0,,0,0.53,,7.2,270,,0,2,53,0.2,0,,Clear,clear-night,"UCFM,38353199999"
Bishkek,2019-02-11T09:00:00,-0.9,-0.9,-2.7,87.15,0,0,,0,0,,4.8,222,1023.4,91.1,17.6,173.1,0.6,2,,Overcast,cloudy,"38353099999,UCFM,36911099999,38353199999"
Bishkek,2019-02-11T10:00:00,-1,-4.7,-3,86.29,0,0,,0,0,,10.8,220,,0,5,255.7,0.9,3,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-11T11:00:00,0,-2.5,-2,86.39,0,0,,0,0,,7.2,290,,0,5,284.1,1,3,,Clear,clear-day,"UCFM,38353199999"
Bishkek,2019-02-11T12:00:00,2.4,2.4,-1.8,73.92,0,0,,0,0,,3.6,261,1023.5,91.1,9.5,336.5,1.2,3,,Overcast,cloudy,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-11T13:00:00,2,-0.1,-1,80.52,0.1,100,"rain,snow",0,0,,7.2,110,,0,5,359.3,1.3,4,,"Snow, Rain",rain,"UCFM,38353199999"
Bishkek,2019-02-11T14:00:00,2,-1.8,-1,80.52,0.1,100,"rain,snow",0,0,,14.4,80,,100,5,334,1.2,3,,"Snow, Rain, Overcast",rain,"UCFM,38353199999"
Bishkek,2019-02-11T15:00:00,5.3,2.2,1.7,77.36,0,0,,0,0,,14.4,80,1020.9,100,9,270.4,1,3,,Overcast,cloudy,"38353099999,UCFM,36911099999,38353199999"
Bishkek,2019-02-11T16:00:00,2,-1.1,0,86.6,0.1,100,"rain,snow",0,0,,10.8,100,,100,2,181.4,0.7,2,,"Snow, Rain, Overcast",rain,"UCFM,38353199999"
Bishkek,2019-02-11T17:00:00,2,-1.1,0,86.6,0,0,,0,0,,10.8,100,,89,3,59.4,0.2,1,,Partially cloudy,partly-cloudy-day,"UCFM,38353199999"
Bishkek,2019-02-11T18:00:00,3.9,3.9,1.1,81.71,0,0,,0,0,,4.2,92,1021.5,98.3,8.8,0.5,0,0,,Overcast,cloudy,"38353099999,UCFM,36911099999,38353199999,38229099999"
Bishkek,2019-02-11T19:00:00,1,-1.3,0,93.03,0,0,,0,0,,7.2,330,,100,2,0,,0,,Overcast,cloudy,"UCFM,38353199999"
Bishkek,2019-02-11T20:00:00,1,1,0,93.03,0,0,,0,0,,0,0,,100,1,0,,0,,Overcast,cloudy,"UCFM,38353199999"
Bishkek,2019-02-11T21:00:00,2.1,2.1,0.9,91.88,0,0,,0,0,,3.6,237.7,1022.6,100,1,0,,0,,Overcast,cloudy,"UCFM,36911099999,38353199999"
Bishkek,2019-02-11T22:00:00,1,-2.3,1,100,0.1,100,"rain,snow",0,0,,10.8,190,,100,1,0,,0,,"Snow, Rain, Overcast",rain,"UCFM,38353199999"
Bishkek,2019-02-11T23:00:00,2,-1.8,1,93.09,0,0,,0,0,,14.4,160,,100,1,0,,0,,Overcast,cloudy,"UCFM,38353199999"
